project_id,sector,agency,state,original_cost,land_acquisition_issue,forest_clearance_issue,contractor_delay,burn_rate_6m,phys_burn_rate_6m,target_cost_overrun_pct,target_time_overrun_months
102369,Oil & Gas,Unknown Agency,Haryana,34627.0,0,0,0,4056.4601000996954,12.282676911685975,0.1286827940343529,-1
102370,Oil & Gas,Unknown Agency,Haryana,165.13,0,0,0,34.09211077550137,12.483007932758674,0.06169864946852366,0
102371,Oil & Gas,Unknown Agency,Delhi,538.0,0,0,0,86.35390976775943,11.9361057728621,3.5127620130686044,2
102372,Oil & Gas,Unknown Agency,Jharkhand,431.0,0,0,0,69.34596722846587,15.191857880608708,1.1375053990111441,2
102373,Electricity Generation,Unknown Agency,Jharkhand,202.07,1,0,0,37.41387046265615,13.675277255807003,21.196393471136112,16
102374,Others,Unknown Agency,Karnataka,385.0,1,1,0,22.25508881274373,3.0553818843286304,36.52859212832735,54
102375,Others,Unknown Agency,Karnataka,364.0,1,0,1,36.16312649194751,8.126432260422067,60.89647350907235,36
102376,Oil & Gas,Unknown Agency,Karnataka,463.0,0,0,1,61.57229428113227,11.145852907952907,18.581716102961597,14
102377,Oil & Gas,Unknown Agency,Kerala,1130.0,0,0,1,121.10913013633643,7.233171037132383,21.391183111580258,11
102378,Oil & Gas,Unknown Agency,Kerala,4460.0,0,0,0,328.9602017800544,7.978418106124096,-0.6835647446349593,0
102379,Oil & Gas,Unknown Agency,Madhya Pradesh,1792.0,1,0,0,253.3203544340182,9.488142371661969,43.45381098575492,30
102380,Oil & Gas,Unknown Agency,Madhya Pradesh,43367.0,0,0,0,4562.06329155654,11.998303550630041,2.1184322667610305,1
102381,Oil & Gas,Unknown Agency,Maharashtra,8797.0,0,1,0,594.5437949449802,3.2039004832431512,9.820027572691657,25
102382,Oil & Gas,Unknown Agency,Maharashtra,4679.0,0,1,0,850.5028161173948,9.241925130913042,17.536939927471597,19
102383,Oil & Gas,Unknown Agency,Maharashtra,13626.0,0,0,0,2361.034699240824,17.275010671940763,4.446594389164749,0
102384,Others,Unknown Agency,Maharashtra,844.0,0,0,0,99.40453644889146,10.267231895270479,0.28737968424495985,3
102385,Oil & Gas,Unknown Agency,Maharashtra,260.2,1,1,1,84.27061580862352,10.414979143739487,66.52871835012675,54
102386,Oil & Gas,Unknown Agency,Maharashtra,240.0,0,0,0,8.26938921347275,6.6133669801912305,2.283432624570259,1
102387,Oil & Gas,Unknown Agency,Maharashtra,865.0,1,0,0,118.41370954003443,7.259912781843337,19.735627909071553,38
102388,Oil & Gas,Unknown Agency,Maharashtra,341.43,0,0,0,15.3851173381114,11.49723684812703,-0.787848800226427,3
102389,Oil & Gas,Unknown Agency,Maharashtra,165.0,0,0,0,32.74376827872442,9.878899041453773,-1.126129995299109,3
102390,Oil & Gas,Unknown Agency,"Andhra Pradesh, Maharashtra",2585.0,1,0,0,667.8243352229392,10.26738668177535,21.580152819932426,20
102391,Oil & Gas,Unknown Agency,"Arunachal Pradesh, Assam, Chhattisgarh, Manipur, Odisha",2212.0,0,0,0,313.45106317812326,9.735446176849447,2.347965274875788,-1
102392,Oil & Gas,Unknown Agency,"Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, West Bengal",9265.0,1,0,1,682.204758941705,4.016481276596645,54.936087197843605,45
102393,Oil & Gas,Unknown Agency,"Assam, Bihar, West Bengal",680.0,1,0,1,33.534897384633325,3.134878368221376,67.78874125545252,20
102394,Oil & Gas,Unknown Agency,"Bihar, Jharkhand",1377.0,0,0,0,245.87079074654923,15.380927126977042,-1.1040009806718998,0
102395,Oil & Gas,Unknown Agency,"Gujarat, Haryana, Madhya Pradesh, Maharashtra, Odisha",7844.25,0,0,0,252.94142408276093,2.164983516707622,0.3142521384382664,2
102396,Oil & Gas,Unknown Agency,"Punjab, Rajasthan",7392.0,0,0,0,244.15399070489275,7.706272119750636,-1.3952205733595031,2
102397,Oil & Gas,Unknown Agency,"Punjab, Jammu and Kashmir",521.9,0,1,0,89.34992221030882,5.8425625487311175,10.344241122450272,13
102398,Oil & Gas,Unknown Agency,"Kerala, Tamil Nadu",2915.0,0,1,0,524.2372001856718,13.30964471682946,9.223923876905168,10
102399,Oil & Gas,Unknown Agency,"Karnataka, Maharashtra",5535.0,0,0,0,498.57788957080265,8.715830303897235,-1.2139686915037904,0
102400,Oil & Gas,Unknown Agency,"Odisha, West Bengal",1030.65,0,0,0,156.10336074163303,11.689424887071059,-1.7513197368481395,-1
102401,Oil & Gas,Unknown Agency,"Punjab, Rajasthan",3207.0,0,0,0,459.988005091212,9.93309618058123,0.00035293026591443066,3
102402,Oil & Gas,Unknown Agency,Nagaland,227.62,0,0,0,25.72841374140919,8.716419825068007,2.8582796894230498,0
102403,Oil & Gas,Unknown Agency,Odisha,13805.0,0,0,1,1415.1717780431359,9.056567144171455,24.792931695634326,12
102404,Oil & Gas,Unknown Agency,Odisha,514.91,0,1,0,66.32570212116906,11.810622760177594,16.509855500837812,15
102405,Oil & Gas,Unknown Agency,Odisha,393.54,0,1,0,55.60721460504726,14.873182348777476,17.08771695220431,12
102406,Others,Unknown Agency,Delhi,3190.69,0,0,1,402.9543590127446,11.40026051376988,27.396607803041825,16
102407,Oil & Gas,Unknown Agency,Delhi,1486.4,0,0,0,215.6815203888337,14.103168664856316,-1.5412619709379285,3
102408,Oil & Gas,Unknown Agency,Delhi,6175.0,0,0,0,841.7359056065061,9.548354406905005,2.2876690879033994,3
102409,Others,Unknown Agency,Delhi,4144.41,0,0,1,852.3374088578787,15.009117963244151,16.02555974820129,19
102410,Others,Unknown Agency,Delhi,2329.45,0,0,1,372.5633154248407,7.396989819726965,28.699628899140748,10
102411,Others,Unknown Agency,Delhi,2379.84,0,0,0,342.98284493360825,14.192742959791282,-1.1812262057071368,0
102412,Oil & Gas,Unknown Agency,Delhi,6183.79,0,0,0,990.3314485756459,14.324671818114325,2.035697262268437,-1
102413,Oil & Gas,Unknown Agency,Punjab,1421.46,0,1,1,49.07585257745483,2.6143266811480164,34.30343565580939,31
102414,Oil & Gas,Unknown Agency,Punjab,151.0,1,0,0,8.838505460674298,12.269810181091763,21.55151749794148,16
102415,Oil & Gas,Unknown Agency,Tamil Nadu,31580.0,0,0,0,1532.2684407629276,10.639716915721422,1.4559193929664334,3
102416,Oil & Gas,Unknown Agency,Tamil Nadu,205.0,0,0,0,26.391191422294085,13.250587532948487,1.2514617534650752,0
102417,Oil & Gas,Unknown Agency,Tamil Nadu,3685.0,0,0,0,621.7882226275697,9.104190350505757,-0.33655813928851774,3
102418,Oil & Gas,Unknown Agency,Telangana,215.0,0,0,1,47.82387600340519,15.782453736068604,18.2531060549899,22
102419,Oil & Gas,Unknown Agency,Tripura,209.33,0,0,0,16.545946219738767,9.023515748170723,-1.93692229911343,2
102420,Oil & Gas,Unknown Agency,Uttar Pradesh,202.0,0,0,0,27.97945574086347,12.35721571806883,4.825135988361741,0
102421,Oil & Gas,Unknown Agency,Uttar Pradesh,186.0,1,0,1,58.736618238301276,7.9303364096203595,62.35603268481944,47
102422,Oil & Gas,Unknown Agency,Uttar Pradesh,260.12,0,0,0,28.24833587854144,12.792419727027053,2.389137289968307,1
102423,Oil & Gas,Unknown Agency,Uttar Pradesh,16654.0,0,0,0,379.7555726622777,7.155535909066984,-1.9586274000621757,2
102424,Oil & Gas,Unknown Agency,West Bengal,1740.0,0,0,1,239.07540609546817,9.551609173875875,25.192677330198592,20
102425,Others,Unknown Agency,West Bengal,267.0,0,0,0,4.040066702152728,7.435122284273945,1.230991157668567,0
102426,Oil & Gas,Unknown Agency,West Bengal,484.0,0,1,0,59.75392499913059,5.327131440207158,15.678195434994837,15
102427,Oil & Gas,Unknown Agency,West Bengal,1010.0,0,0,0,149.36679771755973,12.171604655023728,1.1324401618626823,-1
102428,Oil & Gas,Unknown Agency,West Bengal,2628.0,0,1,1,533.0882681850961,5.09901547083574,32.49377233924228,32
102429,Oil & Gas,Unknown Agency,West Bengal,609.0,0,1,0,131.64609505265986,13.652937097494984,15.305519122978323,13
102430,Healthcare,Unknown Agency,West Bengal,1017.0,0,0,0,32.570089027753056,7.111561628398121,4.9510422195003985,3
102431,Healthcare,Unknown Agency,Bihar,1264.0,0,0,0,117.73478182504664,14.101852990723785,-0.5882595978548051,2
102432,Healthcare,Unknown Agency,Bihar,250.0,0,0,1,56.13550513305603,15.909926693298992,23.669466040770494,17
102433,Healthcare,Unknown Agency,Chhattisgarh,325.0,0,0,0,66.7492518309103,9.65319154548849,-0.11334841627276226,-1
102434,Healthcare,Unknown Agency,Chhattisgarh,325.0,0,0,1,70.89229444555514,11.77712552892842,20.453707590543825,13
102435,Healthcare,Unknown Agency,Chhattisgarh,325.0,0,0,1,67.2721806163874,9.900457805964415,24.497997861225212,14
102436,Healthcare,Unknown Agency,Delhi,358.19,1,0,0,18.747953554372845,3.3824728002900075,20.64986125209188,36
102437,Healthcare,Unknown Agency,Delhi,4441.0,1,0,0,825.8441486776505,12.78548898304209,34.6492012153285,20
102438,Healthcare,Unknown Agency,Gujarat,1195.0,1,0,0,141.09912346685613,11.076185462184561,25.903082361895322,28
102439,Healthcare,Unknown Agency,Gujarat,325.0,0,0,0,21.06934581937952,10.480349083065931,2.6934688674646434,3
102440,Healthcare,Unknown Agency,Gujarat,325.0,0,0,0,9.951854362297809,7.244842622889365,1.7049688049238427,1
102441,Healthcare,Unknown Agency,Haryana,1299.0,0,0,0,158.09240709770586,9.793962265436164,4.366970603553064,0
102442,Healthcare,Unknown Agency,Delhi,1828.0,1,0,0,199.50741588120172,11.817720091661556,28.883981609365783,22
102443,Healthcare,Unknown Agency,Jharkhand,250.0,0,0,0,10.260302248614323,9.997679183741042,2.700443328398867,0
102444,Healthcare,Unknown Agency,Jharkhand,250.0,1,0,0,33.45018879104923,5.630232903634743,44.67538944029034,35
102445,Healthcare,Unknown Agency,Madhya Pradesh,325.0,0,0,0,43.810906293727584,8.485262140561066,0.816428072927859,3
102446,Healthcare,Unknown Agency,Madhya Pradesh,325.0,1,1,0,29.584429374297255,3.4868465840232634,47.22218368371107,29
102447,Healthcare,Unknown Agency,Punjab,325.0,0,1,0,62.71925357868825,9.543826084237324,20.74394705625743,17
102448,Healthcare,Unknown Agency,Punjab,325.0,0,1,1,5.22065967638556,5.2552946087054675,19.61263521577731,39
102449,Healthcare,Unknown Agency,Sikkim,250.0,1,0,0,44.12840065498317,11.1432614458964,20.141068823105154,28
102450,Healthcare,Unknown Agency,Tamil Nadu,1264.0,1,0,0,54.70055252264492,6.534802300964236,33.83957123410735,32
102451,Healthcare,Unknown Agency,Telangana,1028.0,0,0,0,95.0255831017191,7.028961459951917,0.1850965686632593,1
102452,Healthcare,Unknown Agency,Uttarakhand,325.0,0,0,0,27.68565734291002,9.70264780032359,2.6476047230865714,2
102453,Healthcare,Unknown Agency,Uttarakhand,325.0,0,0,0,22.40661769881001,3.1755649756201905,0.8917347576452181,2
102454,Healthcare,Unknown Agency,Andhra Pradesh,384.27,0,0,0,49.06204495782782,10.384624454238747,2.7379099040294133,3
102455,Healthcare,Unknown Agency,Assam,143.23,0,0,0,13.915971387076496,11.871695609426297,-1.0892117918591762,2
102456,Healthcare,Unknown Agency,Gujarat,558.12,1,0,0,117.97411958658967,10.787354251184425,22.952978811105687,35
102457,Healthcare,Unknown Agency,Gujarat,205.87,0,0,0,15.681439783095414,9.205219652002555,-0.31216579022322444,3
102458,Healthcare,Unknown Agency,Karnataka,278.0,1,0,0,78.21458284593076,5.881251273595133,38.108414782608065,39
102459,Healthcare,Unknown Agency,Karnataka,150.92,0,0,0,26.201898205274404,12.999052047557154,3.4435192179174496,0
102460,Healthcare,Unknown Agency,Maharashtra,429.25,0,0,0,27.557814909477997,7.831412338537561,3.5058328717051728,2
102461,Healthcare,Unknown Agency,Maharashtra,194.93,0,0,0,33.652782960949224,12.173788427827368,-0.3566108014360463,3
102462,Healthcare,Unknown Agency,Maharashtra,260.13,0,0,1,47.10680276577932,9.017982127618112,27.996212507188076,9
102463,Healthcare,Unknown Agency,Odisha,164.6,0,0,0,22.574370213344622,16.207272204051197,1.3797069658729701,1
102464,Water Resources,Unknown Agency,"Bihar, Jharkhand, Uttarakhand",102.4,1,0,1,15.10442485015237,11.728982580254296,64.93479582906994,25
102465,Others,Unknown Agency,"Uttar Pradesh, West Bengal",5369.18,0,0,0,654.2813365724808,12.080814601915854,3.611063252659738,-1
102466,Oil & Gas,Unknown Agency,Gujarat,4243.64,1,0,0,699.061307554085,15.94518098089145,32.82951630340961,29
102467,Others,Unknown Agency,Gujarat,171.0,0,0,1,26.5478775736227,13.979285162614083,14.920120545542085,15
102468,Others,Unknown Agency,Karnataka,153.23,1,0,0,16.58700837858673,3.8369436984895966,39.48154028764881,22
102469,Others,Unknown Agency,Maharashtra,6000.0,0,0,0,699.3652522325556,10.846506265094433,-0.5123726248386866,2
102470,Healthcare,Unknown Agency,Odisha,3004.63,0,0,0,185.1217925372548,10.661939770941359,3.3907220254064283,1
102471,Others,Unknown Agency,Gujarat,573.0,0,0,0,71.14702810395266,17.044613419564143,0.17383795885113695,3
102472,Roads & Highways,Unknown Agency,Haryana,763.0,0,0,0,107.93374378736576,9.498215621923343,3.2544535888263333,1
102473,Others,Unknown Agency,Andhra Pradesh,2786.0,0,0,0,543.0438601674872,13.406275463886168,-0.7129992333435604,-1
102474,Roads & Highways,Unknown Agency,Andhra Pradesh,2136.0,0,0,0,282.12094636808706,8.899397829010436,2.0661940445351616,2
102475,Roads & Highways,Unknown Agency,Andhra Pradesh,2139.44,0,0,0,108.762792634795,10.105830506151435,-1.6239440646568322,1
102476,Others,Unknown Agency,Karnataka,1701.81,0,1,1,252.8906816879744,12.33562260387756,47.94289047227003,29
102477,Others,Unknown Agency,Kerala,3805.0,1,0,0,588.9942851572869,14.257733592811384,23.441360067258415,15
102478,Others,Unknown Agency,Telangana,2360.0,0,0,0,387.1011941638423,11.171640985740577,2.3814562721858668,3
102479,Coal,Unknown Agency,Uttar Pradesh,658.0,0,0,1,126.86508277483068,11.04766529147689,25.694683706063365,22
102480,Others,Unknown Agency,Chhattisgarh,1700.0,0,0,0,134.66200444700257,9.612885281649184,-1.8398841375566717,2
102481,Others,Unknown Agency,Chhattisgarh,198.62,0,0,0,18.974208318631327,10.780411479092663,-0.9494364081070978,-1
102482,Others,Unknown Agency,Chhattisgarh,471.83,0,0,1,53.72781893565261,9.301518249992338,17.873387457402647,12
102483,Coal,Unknown Agency,Chhattisgarh,884.1,0,0,0,14.33662070476862,5.0653977524629,3.099531399498547,-1
102484,Coal,Unknown Agency,Chhattisgarh,2907.0,1,0,1,566.7429896566789,13.44801836475964,72.63663197256744,21
102485,Others,Unknown Agency,Chhattisgarh,2718.84,0,0,1,479.8800312972319,12.232963037514416,20.15554539850668,15
102486,Others,Unknown Agency,Jharkhand,1034.01,0,0,0,183.77410316986726,9.899554499143157,3.8188676088752285,-1
102487,Others,Unknown Agency,Jharkhand,211.94,0,0,0,32.08994847467392,11.35537497549064,-0.6428647340393134,3
102488,Others,Unknown Agency,Jharkhand,207.13,0,1,0,45.23736947070502,14.003774862051742,8.76232804684589,9
102489,Others,Unknown Agency,Jharkhand,513.82,0,0,0,34.175346000811544,7.089769462454171,1.6118283290429662,2
102490,Others,Unknown Agency,Jharkhand,260.37,1,0,0,52.32358335802674,14.217618384040549,44.075448254339435,35
102491,Others,Unknown Agency,Jharkhand,627.31,1,0,0,97.19130819887587,9.351439057995346,39.554525350281686,28
102492,Coal,Unknown Agency,Karnataka,1043.63,1,0,0,274.66047572113774,10.251440036637252,40.719841277058705,33
102493,Others,Unknown Agency,West Bengal,916.78,0,0,0,112.41071690115768,13.57642091830106,-1.331472561587121,-1
102494,Others,Unknown Agency,West Bengal,2115.44,0,0,0,328.2859940442019,9.057408954651887,1.8030108213055658,3
102495,Oil & Gas,Unknown Agency,West Bengal,758.09,0,0,0,78.05158498761057,10.597017454123467,4.597437634573091,2
102496,Others,Unknown Agency,West Bengal,227.96,0,0,0,5.28030758780946,6.141332016364984,3.6956611312773555,0
102497,Others,Unknown Agency,West Bengal,196.4,0,0,1,37.42890974209874,17.321411575791352,30.198028573410152,12
102498,Railways,Unknown Agency,West Bengal,2518.39,0,0,1,398.7288066739525,15.539737760526766,23.60672774171443,7
102499,Railways,Unknown Agency,Andhra Pradesh,2312.0,0,0,1,175.10600384200205,8.9980594199676,10.920139934701483,8
102500,Railways,Unknown Agency,Andhra Pradesh,351.83,0,1,0,76.2642288424413,10.6989857333188,16.96941052010939,14
102501,Others,Unknown Agency,Andhra Pradesh,293.3,1,0,1,66.23343066804296,13.472671283062926,41.94643938402818,34
102502,Others,Unknown Agency,Andhra Pradesh,560.72,0,0,0,93.30047461003753,14.818929479158292,-1.6272850869491489,2
102503,Railways,Unknown Agency,Andhra Pradesh,183.65,1,1,0,44.89976129224458,12.869579296109986,65.12249499694265,41
102504,Railways,Unknown Agency,Andhra Pradesh,154.28,0,0,0,24.29676322350808,12.789655471942798,-1.1816864209546751,3
102505,Railways,Unknown Agency,Andhra Pradesh,1215.56,0,0,0,201.60043599375774,12.919973723941709,4.742751749758069,-1
102506,Railways,Unknown Agency,Andhra Pradesh,877.34,0,0,0,95.2461338508042,9.160343810025068,2.7534538691284025,-1
102507,Railways,Unknown Agency,Andhra Pradesh,563.0,0,1,1,111.84147406251759,14.445914352461948,26.6391236404145,34
102508,Railways,Unknown Agency,Andhra Pradesh,2501.0,0,0,1,360.2531398734458,11.006284678242555,28.262088221846675,15
102509,Others,Unknown Agency,Andhra Pradesh,3733.0,0,0,0,536.3152335494619,15.773121544050383,2.322247281997611,1
102510,Railways,Unknown Agency,Andhra Pradesh,6654.0,1,0,1,386.7321942028635,1.1990786313151116,69.68040804021523,47
102511,Railways,Unknown Agency,Assam,3633.58,1,0,0,696.7926382296428,12.38858505858742,40.996244686600484,36
102512,Railways,Unknown Agency,Assam,4060.0,0,0,1,652.6910024436761,12.070058137045812,28.02793484649464,14
102513,Railways,Unknown Agency,Assam,890.36,0,0,0,174.77361603458303,15.887835936025077,2.7885943498541126,1
102514,Others,Unknown Agency,Assam,183.99,0,0,1,17.629497187348505,7.543579601078511,22.525777347570077,11
102515,Railways,Unknown Agency,Assam,237.52,0,0,1,18.905597781480314,7.668667388015393,14.64408245865359,15
102516,Railways,Unknown Agency,Bihar,735.2,0,0,0,71.58808976136913,11.592143295378222,2.8284543855139264,0
102517,Others,Unknown Agency,Bihar,611.74,0,0,1,87.61999142325067,15.284882989337177,13.21934679580443,22
102518,Railways,Unknown Agency,Bihar,4079.95,0,0,0,133.72227679526077,6.653413148599157,0.8544001699491828,0
102519,Railways,Unknown Agency,Bihar,614.0,0,0,1,90.11444435459998,7.386183416174617,21.837003788774886,16
102520,Railways,Unknown Agency,Bihar,2067.0,1,0,1,198.1873691077591,4.227159570235443,27.752721551482203,52
102521,Others,Unknown Agency,Bihar,1605.0,0,0,0,336.3852274088547,12.136151748360582,4.175078643269578,2
102522,Railways,Unknown Agency,Bihar,1473.0,0,0,0,121.44649048756946,8.068578206814664,1.2026104821497485,1
102523,Railways,Unknown Agency,Bihar,402.0,1,0,0,77.38107560574676,7.242121757730715,30.06766782725226,24
102524,Railways,Unknown Agency,Bihar,519.0,0,0,0,27.60409178792122,10.61941749117446,-1.4691023825236051,2
102525,Railways,Unknown Agency,Bihar,1216.0,0,0,0,128.50772307817135,10.686895077448192,0.9047245801294928,1
102526,Roads & Highways,Unknown Agency,Bihar,1586.0,0,0,0,136.11647785955142,10.648907085939811,2.0659815898652205,3
102527,Railways,Unknown Agency,Bihar,2373.64,0,0,0,21.720283421200747,7.26262045030029,-0.38548741118479857,0
102528,Railways,Unknown Agency,Bihar,645.0,0,0,0,23.623166445153856,7.032779419428806,4.110057457141059,-1
102529,Railways,Unknown Agency,Bihar,588.18,1,0,0,85.80693960015444,5.062885092501672,35.73630968925686,18
102530,Railways,Unknown Agency,Chhattisgarh,3055.0,0,0,1,337.1940842636059,14.060124804106103,32.28647619221858,20
102531,Railways,Unknown Agency,Chhattisgarh,1589.0,1,0,1,90.13520751469586,2.7678367933225725,36.02566087183489,43
102532,Railways,Unknown Agency,Chhattisgarh,1171.0,0,0,0,45.17290260926461,10.88066612020944,-1.2449772121104394,3
102533,Others,Unknown Agency,Chhattisgarh,170.49,1,1,1,4.23512597074006,0.7321024107076415,62.56231086095221,57
102534,Others,Unknown Agency,Chhattisgarh,7853.84,1,0,0,1183.872534488729,8.701816397199863,27.139730798182452,28
102535,Railways,Unknown Agency,Chhattisgarh,1516.45,0,0,0,198.61641081540404,14.612369649174148,-0.48026424487441677,0
102536,Roads & Highways,Unknown Agency,Chhattisgarh,1628.0,1,0,0,183.19991614197903,5.09538222579942,36.28027726040957,19
102537,Railways,Unknown Agency,Chhattisgarh,4970.0,0,1,0,225.29435419722813,3.482099744639057,11.642108601870282,25
102538,Others,Unknown Agency,Chhattisgarh,1376.0,0,0,0,164.73248619126582,10.773706165723993,4.002730819477051,1
102539,Others,Unknown Agency,Chhattisgarh,177.03,0,0,1,22.708484555048415,8.281538524887614,17.21859625771699,18
102540,Others,Unknown Agency,Chhattisgarh,177.34,1,0,0,17.83538195992556,7.938820311823445,47.169166672284476,28
102541,Others,Unknown Agency,Chhattisgarh,169.06,0,0,1,37.362945230030085,17.511271524407746,14.133146857656147,10
102542,Others,Unknown Agency,Chhattisgarh,328.34,0,1,0,21.24196119168225,5.6219176491530725,16.23075983977329,15
102543,Railways,Unknown Agency,Chhattisgarh,167.64,1,0,1,36.7853406480542,6.910098603374832,73.66668693507356,38
102544,Railways,Unknown Agency,Delhi,4744.0,1,0,1,1012.3840471355015,16.032827628645414,57.381417377311266,24
102545,Roads & Highways,Unknown Agency,Delhi,446.21,0,0,0,61.70099317883984,11.48003629887367,1.2128999099591526,2
102546,Railways,Unknown Agency,Delhi,667.0,0,0,1,103.57782882742751,10.706057741639384,12.53064530428831,12
102547,Others,Unknown Agency,Goa,1892.0,1,1,0,303.3833584180179,15.042627138408534,55.94032414953141,37
102548,Roads & Highways,Unknown Agency,Gujarat,468.0,0,0,1,72.77121825440017,9.283945925331164,21.523228848651698,21
102549,Railways,Unknown Agency,Gujarat,410.26,0,0,0,59.66529452742611,13.844619408746297,0.8188081951763237,-1
102550,Roads & Highways,Unknown Agency,Gujarat,307.11,0,1,0,51.503246411722856,15.959370877051242,10.103752268411068,12
102551,Others,Unknown Agency,Gujarat,670.17,0,0,0,124.64485696031386,15.591923941686371,-0.35404176493326966,3
102552,Railways,Unknown Agency,Gujarat,350.0,0,0,1,83.32337711755076,9.463782668742443,11.198110377780688,12
102553,Others,Unknown Agency,Gujarat,1430.0,0,0,0,206.36209290178806,9.167255260804659,-1.6672110311910775,1
102554,Others,Unknown Agency,Gujarat,487.0,0,0,0,59.496303204619664,11.520616662445967,3.206891324687045,3
102555,Railways,Unknown Agency,Gujarat,158.0,0,0,0,28.377454381298307,12.184216860908883,2.5674575255101875,3
102556,Roads & Highways,Unknown Agency,Gujarat,250.0,0,0,1,33.58284526718325,5.3220971508681245,14.807914600421299,15
102557,Railways,Unknown Agency,Gujarat,961.67,1,0,0,217.79323634330353,14.521509448184325,38.65289443875339,18
102558,Railways,Unknown Agency,Gujarat,2379.0,1,0,1,149.61377228361945,1.1567573489282734,61.626205874073214,43
102559,Railways,Unknown Agency,Gujarat,467.58,1,1,1,20.811022711058392,3.7228288437245016,63.18839907997091,53
102560,Railways,Unknown Agency,Gujarat,2526.47,0,0,0,401.99071770834144,10.550481541598344,3.013594348614718,3
102561,Railways,Unknown Agency,Gujarat,1456.77,0,0,0,202.61468010775792,10.001031062434105,2.781571037541614,2
102562,Roads & Highways,Unknown Agency,Gujarat,483.88,1,0,0,17.48163550393492,6.910574540428376,26.637352413559128,29
102563,Railways,Unknown Agency,Gujarat,262.0,0,0,1,24.65120054875058,11.682420913491,16.142691961452226,17
102564,Railways,Unknown Agency,Gujarat,1080.58,0,0,1,152.74575162871122,10.483154664664916,23.87887986657789,20
102565,Others,Unknown Agency,Gujarat,461.91,0,0,0,49.77969293936235,14.469932713963644,-0.4277658656097312,2
102566,Railways,Unknown Agency,Gujarat,437.21,1,0,0,54.66001785908003,14.547924761523554,39.39403897174361,15
102567,Railways,Unknown Agency,Haryana,471.0,0,1,1,53.42564595328325,8.507648640271436,21.72138770244144,30
102568,Railways,Unknown Agency,Jharkhand,349.22,0,0,1,55.73953934524726,6.756696650751072,25.792509784256037,15
102569,Railways,Unknown Agency,Jharkhand,2887.11,0,0,0,459.5810618455123,11.057148082484773,-1.337061957287926,2
102570,Railways,Unknown Agency,Jharkhand,902.86,0,0,0,106.11584377225711,11.632231539987721,-0.365952941521855,-1
102571,Roads & Highways,Unknown Agency,Jharkhand,686.0,0,0,0,68.02049720085859,6.764040398168831,4.023486321776123,1
102572,Railways,Unknown Agency,Jharkhand,473.0,0,0,0,44.31962483240585,8.920030276349223,3.5819581335718444,1
102573,Railways,Unknown Agency,Jharkhand,349.22,0,0,0,24.73744172864059,7.592256911973891,4.286971893090421,1
102574,Others,Unknown Agency,Karnataka,749.0,0,0,0,104.85412407573727,11.257694055177002,-1.8122416329542512,3
102575,Railways,Unknown Agency,Karnataka,314.1,1,1,0,18.868376681157365,7.119926834362918,47.29789621325943,53
102576,Others,Unknown Agency,Karnataka,2565.0,0,0,1,551.0282819034984,16.475348681651155,31.31948543813254,19
102577,Railways,Unknown Agency,Karnataka,1382.78,1,0,0,298.3120526983805,11.852600718930205,27.375594542883782,15
102578,Railways,Unknown Agency,Karnataka,2842.0,1,0,0,553.2953159331464,10.912243526692322,36.5185330328726,14
102579,Railways,Unknown Agency,Karnataka,825.0,1,0,1,242.43521839115238,15.916422048582199,70.91034421956658,28
102580,Railways,Unknown Agency,Karnataka,5174.0,0,1,1,1400.8041698024308,12.9073426444184,27.108369262411124,34
102581,Railways,Unknown Agency,Karnataka,1378.0,0,0,1,276.53843482078247,9.552937958116454,22.927290497909432,8
102582,Railways,Unknown Agency,Karnataka,1876.0,1,0,1,145.07474017460825,9.365048925657394,42.81466105612748,44
102583,Railways,Unknown Agency,Karnataka,493.0,1,0,1,54.56980558808006,5.557696028166294,65.50642347569163,47
102584,Railways,Unknown Agency,Karnataka,1454.0,0,0,1,85.47976996149877,8.40131137835682,16.54662111458986,14
102585,Railways,Unknown Agency,Karnataka,748.86,0,0,0,84.81836168925327,11.401074187354702,0.7570855392715137,0
102586,Railways,Unknown Agency,Karnataka,15767.0,0,0,0,1191.2939198340482,11.626400989861864,-0.7237514653732919,1
102587,Railways,Unknown Agency,Karnataka,1591.0,0,0,1,326.15488434458166,11.26212473882628,18.00727178618817,14
102588,Others,Unknown Agency,Kerala,813.0,1,0,1,12.494839186297035,3.5191345105010434,50.34166534828695,50
102589,Railways,Unknown Agency,Kerala,601.0,0,0,0,36.78564015319978,12.365479450931815,4.6450529902882005,2
102590,Railways,Unknown Agency,Madhya Pradesh,8914.0,0,1,1,1341.8576313701153,12.02596265641671,34.68968863829311,32
102591,Railways,Unknown Agency,Madhya Pradesh,500.0,0,0,0,51.69692591792412,8.28783206576955,1.3681172800360408,2
102592,Railways,Unknown Agency,Madhya Pradesh,2445.0,0,0,0,394.3467900634964,16.564605860939395,0.6854386718599406,3
102593,Railways,Unknown Agency,Madhya Pradesh,1248.0,0,0,1,178.08057608326789,14.354006687116016,27.635635006056326,19
102594,Railways,Unknown Agency,Madhya Pradesh,7474.0,0,0,1,912.6195986368002,7.456211398255096,19.578123431114413,8
102595,Railways,Unknown Agency,Madhya Pradesh,1095.88,1,0,0,185.27816990682493,11.009711942339692,19.67649768967617,11
102596,Railways,Unknown Agency,Maharashtra,492.76,1,0,1,32.2469066758372,9.259218174954619,60.65990454998292,41
